movie_category,movie_name,movie_rating,movie_release_year,movie_url
Adventure,This Is the Tom Green Documentary,7.6,2025,https://yts.mx/movies/this-is-the-tom-green-documentary-2025
Adventure,May the Best Wedding Win,5.1,2023,https://yts.mx/movies/may-the-best-wedding-win-2023
Adventure,Love Marks the Spot,5.8,2023,https://yts.mx/movies/love-marks-the-spot-2023
Adventure,Bang the Drum Slowly,6.7,1973,https://yts.mx/movies/bang-the-drum-slowly-1973
Adventure,Love by Design,5.5,2023,https://yts.mx/movies/love-by-design-2023
Adventure,Congo,5.3,1995,https://yts.mx/movies/congo-1995
Adventure, The Proud Princess,7.6,2024,https://yts.mx/movies/the-proud-princess-2024
Action, Northern Comfort,5.5,2023,https://yts.mx/movies/northern-comfort-2023
Action, Ext. Masina. Noapte,5.5,2024,https://yts.mx/movies/ext-masina-noapte-2024
Action, Una vez más,5.8,2019,https://yts.mx/movies/una-vez-mas-2019
Action, The Russian Girl,5.2,2018,https://yts.mx/movies/the-russian-girl-2018
Action, Remember Us,5.6,2019,https://yts.mx/movies/remember-us-2019
Action,Rebellious,6.7,2024,https://yts.mx/movies/rebellious-2024
Action, Do You Remember Dolly Bell?,7.5,1981,https://yts.mx/movies/do-you-remember-dolly-bell-1981
Action, Age Of Monster,4.7,2015,https://yts.mx/movies/age-of-monster-2015
Action, Je l'aime à mentir,5.4,2021,https://yts.mx/movies/je-laime-a-mentir-2021
Action, Del Otro Lado Del Jardín,7.5,2024,https://yts.mx/movies/del-otro-lado-del-jardin-2024
Action,Boxed in 2,6.9,2023,https://yts.mx/movies/boxed-in-2-2023
Action,Houseboat,6.6,1958,https://yts.mx/movies/houseboat-1958
Action,Mister Sleep,4.9,2024,https://yts.mx/movies/mister-sleep-2024
Action,Deadzone,4.7,2024,https://yts.mx/movies/deadzone-2024
Action,Hold Your Breath,5.3,2024,https://yts.mx/movies/hold-your-breath-2024
